线路类型,是否c2c,是否生鲜妥投及时,保价金额,始发城市,目的城市,寄件人id,收件人id,寄件是否内部,配送超时时长,异常原因,进线渠道,妥投到进线时长,索赔金额,商品类型,新旧程度,寄件B/C,进线人身份,始发网点万单理赔率,始发网点赔付比例,目的网点万单理赔率,目的网点赔付比例,实际赔付金额,理赔差额,异常原因_编码,进线渠道_编码,商品类型_编码,进线人身份_编码,妥投到进线时长_分桶,虚报比例,生鲜妥投组合类别_编码,始发网点类别_target_encoded,目的网点类别_target_encoded
2,0,0,0.0,151,139,227346,141000,-1,427862,未知,Call,3621187,110.52,Electronic Product,0,C,Receiver,78.31699371,0.991374036,69.09504038,0.992567066,21.44,89.08,0,0,6,1,6,4.154850744330759,2,338.9803393665158,372.08395089285716
5,1,0,3.074,29,211,211879,32086,-1,427724,未知,Mini Program,408101,239.67,Documents & Bills,-1,C,Consigner,6.894021791,0.977010824,3.953291598,0.939216039,199.37,40.29999999999998,0,4,4,0,5,0.2021367306915715,2,259.8581473214286,256.80997797356827
2,0,0,284.245,42,0,13313,285268,-1,427839,Damage,Call,1819450,116.92,Jewelry,-1,B,Consigner,10.72174636,0.954055594,7.080522129,0.994927167,66.93,49.989999999999995,1,0,12,0,6,0.7468997458916927,2,253.31512249443207,279.5726457399103
2,0,0,1332.708,4,317,80914,241933,-1,427852,Damage,Call,482356,662.76,Pharmaceuticals,-1,Not Known,Unknown,176.3486819,0.969861084,2.453201396,0.995101253,228.66,434.1,1,0,15,3,5,1.8984518498251355,2,369.7758093126386,242.12484633569738
2,0,0,41.008,185,1,166900,393032,-1,-30384,未知,Call,493740,213.14,Jewelry,0,B,Consigner,15.22068598,0.676413388,33.40792183,0.932441887,131.21,81.92999999999998,0,0,12,0,5,0.6244188704653287,2,282.0470533642691,329.1931956521739
2,1,0,218.863,278,95,184034,381634,1,427863,未知,Call,96458,978.07,Miscellaneous Goods,-1,C,Receiver,15.42911118,0.980131562,16.32641347,0.944360211,445.8,532.27,0,0,14,1,3,1.1939659039660393,2,282.0470533642691,286.8976805251641
2,0,0,274.952,25,99,45680,39218,-1,427863,未知,Call,324276,583.87,Dried Groceries,-1,B,Consigner,51.12059764,0.997252321,16.44541089,0.973983136,64.45,519.42,0,0,5,0,5,8.059270751270866,2,335.2251025056948,275.3200457665904
5,1,0,0.0,222,101,123550,25843,-1,427863,未知,Vendor Consultation,-73602,312.04,Pharmaceuticals,-1,C,Consigner,7.853103821,0.975180417,2.731359867,0.998844086,64.54,247.5,0,6,15,0,0,3.8348311118942005,2,244.91458797327394,238.86262443438915
5,0,0,928.922,100,210,218512,388772,-1,427864,Damage,Internal Software,-23254,145.47,Beauty & Daily Essentials,0,B,Consigner,0.0,0.990776425,37.53981863,0.924209773,11.96,133.51,1,2,3,0,0,11.163043468927219,2,234.3825083986562,325.4023214285714
3,1,0,84.219,0,132,15404,92326,-1,427861,未知,Call,634743,394.86,Dried Groceries,-1,C,Receiver,14.69353025,0.982987662,4.773603591,0.968521808,112.24,282.62,0,0,5,1,6,2.51799714874216,2,286.4287846481877,261.2737831858407
2,0,0,278.856,218,221,205742,300000,-1,427547,Pickup Error,Call,910368236,2113.81,Home Improvement and Building Material,0,C,Consigner,75.57780549,0.997509165,119.0852287,0.952396452,290.06,1823.75,4,0,10,0,6,6.287492242767445,2,327.91839912280705,413.0610297482838
2,0,0,780.872,151,106,58018,103634,-1,51300,未知,Call,21075,598.06,Dried Groceries,0,C,Consigner,62.26979994,0.912034575,47.13263253,0.982074935,423.36,174.69999999999993,0,0,5,0,2,0.41265117156999576,2,307.8155714285714,364.7963982102908
2,0,0,755.432,268,189,104320,337571,-1,427723,未知,Call,1298319,901.94,Fresh,0,B,Consigner,85.73872165,0.922001672,41.10000213,0.986897974,545.35,356.59000000000003,0,0,7,0,6,0.6538736591060077,1,358.28946902654866,319.2254565701559
2,1,0,133.256,243,101,114529,181465,-1,427859,Damage,Call,1125057,1531.76,Appliances,0,B,Receiver,30.88729496,0.985650262,46.21068084,0.992184547,390.2,1141.56,1,0,2,1,6,2.9255766272956025,2,324.8530396475771,362.3371677559913
2,0,0,0.222,320,100,183889,172248,-1,61069,未知,Internal Software,1804866,102.99,Hardware,-1,B,Receiver,0.0,0.98549738,2.924349258,0.898282639,95.94,7.049999999999997,0,2,9,1,6,0.07348342713430439,2,231.20324660633486,245.12169230769229
2,1,0,16.288,266,215,31746,60657,-1,427858,未知,Call,-50405,587.64,Household Goods,0,C,Receiver,28.44504704,0.99449866,3.316708138,0.999491742,57.21,530.43,0,0,11,1,0,9.271630832149688,2,299.41616438356164,256.80997797356827
2,0,0,180.721,210,123,129203,99580,-1,427810,Pickup Error,Call,-22234,792.47,Maternity & Baby Products,0,Not Known,Unknown,25.85355374,0.936721401,6.172672291,0.980883799,437.99,354.48,4,0,13,3,0,0.8093335464095223,2,310.0700655021834,255.7687414187643
2,0,0,133.376,143,1,13070,450906,-1,427853,未知,Internal Software,312312,345.37,"Apparel, Footwear & Accessories",-1,B,Consigner,47.39576408,0.992288289,21.65679527,0.989440063,157.71,187.66,0,2,1,0,5,1.1899055227195543,2,352.05103896103896,332.48595348837205
2,0,0,140.923,0,42,108968,399360,-1,427789,未知,Call,1025310,966.23,Beauty & Daily Essentials,0,C,Receiver,36.85569522,0.974751102,45.97250241,0.969235981,483.77,482.46000000000004,0,0,3,1,6,0.9972921015979228,2,325.8836017897092,357.2380984340045
2,1,0,0.0,92,190,59499,405104,-1,427814,未知,Vendor Consultation,229086,156.6,Alcohol,-1,C,Consigner,5.852564672,0.955885825,7.532317544,0.954095158,74.43,82.16999999999999,0,6,0,0,4,1.1039903263329314,2,270.21405594405593,286.6511990950226
2,0,0,84.968,191,187,187888,15907,1,87720,Damage,Vendor Consultation,703471,527.73,Household Goods,0,B,Consigner,4.630852681,0.985552911,16.5600099,0.952058708,86.1,441.63,1,6,11,0,6,5.129268292087193,2,272.36691144708425,286.8976805251641
2,1,0,620.484,158,9,183889,300000,-1,427864,未知,Call,539761969,2519.73,Fresh,0,C,Consigner,92.54409484,0.998990309,117.5643816,0.991549907,218.32,2301.41,0,0,7,0,6,10.541452912672156,1,361.5607954545454,413.0610297482838
5,1,0,6.557,225,99,187319,167763,-1,427862,未知,Internal Software,254443,244.31,Dried Groceries,0,C,Receiver,0.0,0.992896357,2.763040031,0.994483114,165.05,79.25999999999999,0,2,5,1,4,0.4802181156934129,2,231.20324660633486,249.08704595185995
2,0,0,205.491,117,39,10093,266439,-1,427850,Pickup Error,Call,1271220,1042.73,Pharmaceuticals,-1,Not Known,Consigner,87.04632711,0.984076575,105.2108216,0.963032754,529.99,512.74,4,0,15,0,6,0.9674522160612945,2,363.2431111111111,434.3305803571429
2,0,0,179.673,106,163,143939,206295,-1,61444,未知,Call,306819,363.02,Hardware,0,B,Consigner,37.96104633,0.98637471,15.17879232,0.936645461,61.39,301.63,0,0,9,0,5,4.913340934205352,2,327.74744874715265,287.0893805309734
5,0,0,0.0,1,190,183889,90025,-1,31322,未知,Call,166217,109.77,Hardware,-1,C,Receiver,2.162727096,0.997167534,45.83024061,0.968686859,70.05,39.72,0,0,9,1,3,0.5670235545229089,2,251.87966139954852,357.2380984340045
2,0,0,145.464,25,221,197553,300000,-1,424751,Pickup Error,Internal Software,539622325,1354.36,Fresh,-1,B,Consigner,37.02233401,0.987722063,90.58122489,0.995317963,90.01,1264.35,4,2,7,0,6,14.046772579263774,1,325.8836017897092,353.96815909090907
5,0,0,269.972,100,15,62303,263780,-1,427855,Pickup Error,Call,925241,140.07,Miscellaneous Goods,-1,C,Receiver,3.834311953,0.998448644,14.28957394,0.927602678,30.07,110.0,4,0,14,1,6,3.658131026385723,2,260.07479820627805,287.33791383219955
2,0,0,108.028,35,112,183889,300000,-1,427864,Pickup Error,Call,181874361,1423.26,Pharmaceuticals,-1,C,Consigner,0.913661901,0.937864544,73.10265505,0.939052076,125.25,1298.01,4,0,15,0,6,10.36335329258576,2,247.54199999999997,372.08395089285716
2,0,0,433.736,243,3,203107,397378,-1,427841,未知,Internal Software,241938,310.69,Jewelry,-1,Not Known,Receiver,18.00747772,0.99978878,17.07618869,0.948359028,108.15,202.54,0,2,12,1,4,1.8727693017223515,2,255.68091503267974,314.3277728285078
2,0,0,52.97,4,179,51308,125272,-1,427855,Damage,Mini Program,1851027,827.47,Miscellaneous Goods,0,C,Consigner,11.03523617,0.998443759,5.163197392,0.979389363,239.39,588.08,1,4,14,0,6,2.4565771334451494,2,277.79844097995544,260.77156950672645
2,0,0,31.073,271,136,183889,215445,-1,49513,Pickup Error,Mini Program,75741,592.76,Maternity & Baby Products,0,Not Known,Unknown,0.751102149,0.904697428,13.77593673,0.932887386,555.61,37.14999999999998,4,4,13,3,2,0.06686344738095308,2,243.63325991189427,287.0893805309734
2,0,0,740.17,147,217,190863,176856,-1,427864,未知,Call,-36052,283.89,Jewelry,-1,B,Unknown,29.06895766,0.972655666,82.5254592,0.99187892,83.82,200.07,0,0,12,3,0,2.3869005007889648,2,310.0700655021834,372.08395089285716
1,0,0,58.027,232,343,223752,300000,-1,427864,未知,Call,633741975,2182.8,Jewelry,1,B,Receiver,72.65003378,0.975195855,5.699762117,0.999119221,566.89,1615.9100000000003,0,0,12,1,6,2.8504824568637575,2,333.45300000000003,261.2737831858407
2,0,1,0.0,187,4,179332,393873,1,427813,Suspected Lost,Call,784044,681.04,Pharmaceuticals,0,B,Consigner,14.76602551,0.9866332,15.37922943,0.964573754,123.41,557.63,6,0,15,0,6,4.518515517014949,2,298.27488372093023,287.33791383219955
2,1,0,407.103,190,100,181791,371697,-1,69321,Suspected Lost,Vendor Consultation,642900,1158.83,Miscellaneous Goods,1,C,Consigner,62.53320456,0.999060074,8.357547514,0.997170772,614.7,544.1299999999999,6,6,14,0,6,0.885196030569624,2,307.8155714285714,269.37060324825984
2,0,0,86.102,164,268,159060,131135,-1,427839,未知,Call,-76047,227.08,Miscellaneous Goods,0,B,Receiver,13.36787603,0.993468263,0.0,0.95921338,97.28,129.8,0,0,14,1,0,1.3342927630207349,2,267.9104805491991,202.15432713754646
2,0,0,371.133,0,99,190165,59924,-1,427845,未知,Internal Software,-80066,375.78,Household Goods,0,B,Consigner,39.29185709,0.980368672,22.20485427,0.987527263,124.96,250.82,0,2,11,0,0,2.0072023045768885,2,318.8163908045977,335.7952115812917
2,1,0,7.864,128,7,227346,444887,-1,427860,未知,Internal Software,38094,397.63,Jewelry,0,C,Receiver,70.85704578,0.978476426,7.028222148,0.91302824,73.93,323.7,0,2,12,1,2,4.378466116004535,2,333.45300000000003,270.95794520547946
2,1,0,36.845,354,329,165929,367630,-1,427863,Suspected Lost,Call,82429,1050.4,Miscellaneous Goods,-1,Staff,Receiver,5.79620607,0.940591843,82.73585876,0.999754939,584.98,465.4200000000001,6,0,14,1,2,0.7956169441554307,2,278.26538975501114,353.96815909090907
2,0,0,667.631,152,4,184182,398426,1,427852,Suspected Lost,,1906663,1105.89,"Apparel, Footwear & Accessories",0,C,Receiver,15.10902857,0.999616283,7.671647138,0.968477433,229.99,875.9000000000001,6,5,1,1,6,3.8084264531584666,2,285.9059367945824,285.8858536585366
2,0,0,18.962,253,185,199334,90345,-1,427810,Suspected Lost,Call,877774,824.9,Electronic Product,-1,B,Receiver,13.70742591,0.99631893,0.34461828,0.979053428,350.37,474.53,6,0,6,1,6,1.354368239251238,2,275.0112253829322,210.74114498141265
2,0,0,305.695,132,151,25845,303073,-1,427862,未知,Call,314436,1034.01,Miscellaneous Goods,0,C,Consigner,69.4347817,0.994424474,26.28232754,0.975028153,974.6,59.40999999999997,0,0,14,0,5,0.06095834188322428,2,334.46513157894736,310.9002546296296
2,0,0,0.805,0,225,178707,111977,-1,66118,Pickup Error,Call,-14854,134.38,Hardware,0,B,Consigner,0.0,0.689277504,0.0,0.968360578,48.56,85.82,4,0,9,0,0,1.7672981874449547,2,234.50764254385965,202.15432713754646
2,0,0,289.2,34,319,226496,397457,-1,-108580,未知,Internal Software,1997926,3294.15,Furniture,-1,B,Consigner,22.19064234,0.999946339,93.49655184,0.999705868,1163.37,2130.78,0,2,8,0,6,1.8315583176304056,2,315.07662895927604,346.0820316027088
2,0,0,109.466,91,107,193886,260054,-1,427851,未知,Call,400976,274.11,Jewelry,0,B,Consigner,119.4401563,0.991876235,17.65057939,0.972779797,144.37,129.74,0,0,12,0,5,0.8986631571033689,2,380.5321590909091,296.8075570776256
2,0,0,87.564,113,219,22032,118182,-1,427835,未知,Call,184598,585.74,Alcohol,-1,B,Unknown,0.866604404,0.963387503,6.905008609,0.998343029,405.36,180.38,0,0,0,3,4,0.44498717188560816,2,247.54199999999997,275.80718681318683
3,1,0,0.0,44,179,193886,241655,-1,427526,Damage,Call,240095,122.33,Dried Groceries,0,C,Consigner,6.753806852,0.986525379,7.899162514,0.986160991,54.64,67.69,1,0,5,0,4,1.238836017342819,2,261.34627232142856,270.95794520547946
1,0,0,319.332,127,228,300000,300000,-1,427656,未知,Call,792688303,867.86,Miscellaneous Goods,0,C,Consigner,2.437017397,0.961538657,1.003751358,0.984024945,57.77,810.09,0,0,14,0,6,14.02267612705164,2,251.87966139954852,260.81859956236326
2,0,0,1592.077,178,110,227346,235119,-1,427764,Damage,Call,466396,3468.91,Beauty & Daily Essentials,0,B,Consigner,107.9569338,0.984198089,139.4209544,0.939504844,1042.87,2426.04,1,0,3,0,5,2.3263110454579548,2,358.28946902654866,423.8379372197309
2,0,0,748.86,199,190,220246,162011,-1,-189471,Pickup Error,Call,647899,408.62,Alcohol,-1,C,Consigner,47.07954796,0.91124704,0.0,0.955575021,365.3,43.31999999999999,4,0,0,0,6,0.11858746235645802,2,335.95823798627003,203.0566087613293
2,0,0,347.899,236,71,183889,322725,-1,427660,Suspected Lost,Call,508054290,2542.39,Dried Groceries,0,B,Consigner,91.85766094,0.978180912,166.2820807,0.985625546,305.0,2237.39,6,0,5,0,6,7.335704917792271,2,363.2431111111111,434.3305803571429
2,0,0,826.156,175,64,183889,300000,-1,-789,Suspected Lost,Call,490461081,2328.14,Miscellaneous Goods,0,C,Consigner,18.88876052,0.985777892,23.47307957,0.985470618,217.74,2110.3999999999996,6,0,14,0,6,9.692293560682817,2,263.0759360730593,332.48595348837205
2,0,0,0.0,178,178,15877,146275,-1,427826,未知,Mini Program,114595,200.92,Maternity & Baby Products,0,C,Consigner,45.23750835,0.997773763,0.0,0.999431197,87.3,113.61999999999999,0,4,13,0,3,1.301489117834881,2,335.2251025056948,205.40083146067414
2,0,1,2.927,187,125,14084,279779,-1,427849,Pickup Error,Vendor Consultation,1492228,160.61,Miscellaneous Goods,0,B,Consigner,31.26867042,0.992761006,8.309727394,0.889850722,71.63,88.98000000000002,4,6,14,0,6,1.242216948032638,2,335.8718322295806,286.6511990950226
2,1,1,1.887,100,106,183889,384487,-1,427798,Damage,Call,100423,686.58,Fresh,0,C,Receiver,3.400891486,0.98098405,11.4098591,0.988501142,250.52,436.06000000000006,1,0,7,1,3,1.740619511346774,0,260.07479820627805,281.7043973214286
2,1,0,0.0,268,133,227346,232286,1,427864,Suspected Lost,Call,138961,130.26,Maternity & Baby Products,0,B,Receiver,12.48048758,0.969175716,4.690754646,0.968019263,45.4,84.85999999999999,6,0,13,1,3,1.8691629951830036,2,267.9104805491991,261.2737831858407
3,0,0,143.016,181,268,153699,211282,-1,427864,未知,Call,21695,759.23,Documents & Bills,0,B,Consigner,1.293013588,0.998315388,0.0,0.993180511,145.73,613.5,0,0,4,0,2,4.209840114992806,2,251.87966139954852,205.40083146067414
2,0,0,27.834,229,110,13070,154253,-1,-154131,未知,Call,-14817,688.53,Pharmaceuticals,-1,C,Receiver,4.749663712,0.952481968,1.865193632,0.956025245,512.52,176.01,0,0,15,1,0,0.34342074454960936,2,271.04275488069413,249.08704595185995
2,1,1,16.36,53,0,227346,173858,-1,427851,未知,Internal Software,-79790,183.8,Miscellaneous Goods,0,C,Unknown,1.042127072,0.994814966,2.453092003,0.915249439,90.51,93.29,0,2,14,3,0,1.0307148380255535,2,243.63325991189427,245.60125827814568
5,1,0,17.789,25,136,36335,76647,-1,427808,Suspected Lost,Call,-56925,439.17,Miscellaneous Goods,-1,C,Consigner,10.71358386,0.970742828,19.93888824,0.997488402,164.32,274.85,6,0,14,0,0,1.6726509249225505,2,253.31512249443207,296.8075570776256
3,0,1,46.13,142,178,227346,238845,-1,427854,未知,Internal Software,182883,322.47,Miscellaneous Goods,0,C,Receiver,1.318173671,0.969788644,10.18429307,0.944617202,75.39,247.08000000000004,0,2,14,1,4,3.277357739318563,2,260.9699097065463,266.1820787746171
2,0,0,124.984,337,132,105052,453471,-1,427856,未知,Call,1213309,302.48,Miscellaneous Goods,-1,Not Known,Consigner,46.76891506,0.964296144,18.83497928,0.962839538,197.6,104.88000000000002,0,0,14,0,6,0.5307692307423701,2,335.2251025056948,304.4849667405765
2,0,0,131.694,227,98,180721,336346,-1,427579,未知,Call,46135,176.57,Alcohol,-1,B,Receiver,0.0,0.997667434,16.46586769,0.984379914,104.26,72.30999999999999,0,0,0,1,2,0.693554575034188,2,234.50764254385965,287.0893805309734
2,1,0,169.049,13,132,112408,359164,-1,64444,Damage,Call,580431,1443.25,Jewelry,0,C,Consigner,14.27964022,0.997042906,17.51433224,0.990516521,359.71,1083.54,1,0,12,0,5,3.01225987592749,2,282.0470533642691,320.4072991071429
2,0,0,960.523,220,322,184890,336474,-1,427823,Damage,Call,755822,1611.43,Dried Groceries,0,Not Known,Consigner,27.33556638,0.9537263,106.2591798,0.9876401,500.11,1111.3200000000002,1,0,5,0,6,2.2221511267076814,2,299.41616438356164,433.8183518930958
2,0,0,41.883,254,250,115653,309285,-1,427831,Pickup Error,Vendor Consultation,562256,969.13,Pharmaceuticals,0,B,Unknown,21.84017149,0.999072875,0.0,0.962543086,236.46,732.67,4,6,15,3,5,3.098494459819906,2,304.66995485327317,210.74114498141265
2,0,0,69.755,137,358,114787,303076,-1,52180,Suspected Lost,Call,802019,132.07,Miscellaneous Goods,-1,C,Consigner,5.619174731,0.967139991,17.34566727,0.987282499,32.61,99.46,6,0,14,0,6,3.049984666344684,2,278.26538975501114,304.4849667405765
2,0,1,164.02,55,1,227346,213282,-1,427855,未知,Call,118693,117.4,Appliances,-1,B,Consigner,10.20130471,0.993454294,21.96602045,0.889521707,104.03,13.370000000000005,0,0,2,0,3,0.12852061903984235,2,250.27369020501138,327.8663377192982
2,0,0,73.325,7,180,193886,2819,-1,17648,Suspected Lost,Internal Software,450500,243.39,Dried Groceries,0,C,Consigner,0.040173564,0.850300971,33.82739512,0.937156815,228.32,15.069999999999993,6,2,5,0,5,0.06600385423677275,2,234.3825083986562,313.47682134570766
2,1,0,490.217,0,17,212781,151178,-1,427864,Damage,Call,436217,984.8,Beauty & Daily Essentials,-1,Not Known,Receiver,25.0220094,0.98181641,14.83407852,0.972711967,274.73,710.0699999999999,1,0,3,1,5,2.5846103446079924,2,304.66995485327317,286.8976805251641
2,1,0,1071.005,28,215,226260,436728,-1,427859,Pickup Error,Internal Software,84695,1459.06,Miscellaneous Goods,0,C,Consigner,54.61595557,0.989794934,118.6178394,0.997225527,719.44,739.6199999999999,4,2,14,0,2,1.028049594114477,2,307.8155714285714,423.8379372197309
2,0,0,537.184,150,180,29149,56800,-1,427798,未知,Internal Software,57975,852.79,Maternity & Baby Products,-1,C,Consigner,3.466846586,0.991688165,6.142934942,0.877915626,277.95,574.8399999999999,0,2,13,0,2,2.068141752039282,2,281.3449339207049,261.2737831858407
2,0,0,635.164,88,3,183413,140378,-1,427864,Damage,Call,2062263,394.71,Beauty & Daily Essentials,-1,B,Receiver,56.99326754,0.997988627,186.6775933,0.995148418,307.68,87.02999999999997,1,0,3,1,6,0.2828588143433807,2,310.2664301552106,433.8183518930958
2,0,0,28.497,27,221,163683,403064,1,427771,Damage,Call,220737,340.4,Home Improvement and Building Material,0,B,Consigner,1.239315299,0.93390181,1.261300006,0.98153026,137.61,202.78999999999996,1,0,10,0,4,1.4736574375791247,2,245.51171296296295,259.16695852534565
2,1,0,147.546,126,221,183889,300000,-1,427864,未知,Call,181032624,1862.95,Beauty & Daily Essentials,-1,B,Consigner,31.76187327,0.998898576,19.09607663,0.991100771,276.04,1586.91,0,0,3,0,6,5.748840747509461,2,324.0455333333333,304.4849667405765
2,0,0,571.621,25,42,179350,50377,-1,427862,Suspected Lost,Call,-39679,1621.56,Furniture,0,B,Consigner,26.54240898,0.997556174,66.52771109,0.957817577,556.65,1064.9099999999999,6,0,8,0,0,1.9130692535360985,2,299.41616438356164,367.7097959183673
2,0,0,197.161,234,88,80156,166865,-1,427822,Damage,Call,423221,498.62,Documents & Bills,-1,B,Consigner,46.27573526,0.929455582,101.8851638,0.956929593,462.77,35.85000000000002,1,0,4,0,5,0.07746828878109069,2,352.01026666666667,433.8183518930958
2,1,1,0.0,85,117,168406,266106,-1,-155335,未知,Call,-61194,134.29,Household Goods,0,C,Receiver,0.0,0.994693694,0.0,0.964587571,29.57,104.72,0,0,11,1,0,3.5414271208855506,2,234.3825083986562,201.40018504811252
2,0,0,9.509,25,155,70182,52015,-1,427863,Suspected Lost,Internal Software,266382,220.47,Alcohol,-1,B,Consigner,2.984792685,0.999292932,22.09912074,0.929249418,73.55,146.92000000000002,6,2,0,0,5,1.99755268497654,2,281.3449339207049,332.48595348837205
2,0,0,482.006,0,0,227346,403276,-1,427637,Damage,Call,55465,1773.16,Pharmaceuticals,0,C,Consigner,108.2076899,0.983173126,135.4803489,0.994184874,1009.83,763.33,1,0,15,0,2,0.7558995078304676,2,361.5607954545454,413.0610297482838
2,1,0,222.267,100,203,38801,294031,-1,427864,未知,Call,1139174,893.62,Documents & Bills,0,C,Consigner,31.51647692,0.994590352,10.72465686,0.972750052,299.57,594.05,0,0,4,0,6,1.9830089794711414,2,324.0455333333333,268.2698901098901
