运单号,线路类型,是否c2c,是否生鲜妥投及时,保价金额,始发城市,目的城市,寄件人id,收件人id,寄件是否内部,配送超时时长,异常原因,进线渠道,妥投到进线时长,索赔金额,商品类型,新旧程度,寄件B/C,进线人身份,始发网点发单量,始发网点万单理赔率,始发网点赔付比例,目的网点发单量,目的网点万单理赔率,目的网点赔付比例,异常原因_编码,进线渠道_编码,商品类型_编码,进线人身份_编码,妥投到进线时长_分桶,是否生鲜商品,生鲜妥投组合类别_编码,始发城市_风险特征,目的城市_风险特征,寄件人_风险特征,收件人_风险特征,始发城市_风险标注均值,目的城市_风险标注均值,寄件人_风险标注均值,收件人_风险标注均值
85,2,0,0,33.736,222,0,227346,116888,-1,427794,未知,Call,-42716,687.56,Alcohol,0,C,Consigner,200402,3.728132,0.992059,301086,51.64725,0.939402,0,0,0,0,0,0,2,44.00935888510234,75.01688402479252,93.95808297694902,8.595399509673358,0.173469387755102,0.1507692307692307,0.2585987261146497,0.3333333333333333
86,2,0,0,9.255,2,190,161906,56635,-1,427863,未知,Internal Software,649928,318.53,Miscellaneous Goods,-1,B,Unknown,23462,1.249711,0.981003,607326,0.11804,0.979113,0,2,14,3,6,0,2,56.04468495785089,47.29286625931772,140.98470779763628,4.279743412082877,0.0935960591133004,0.1052631578947368,0.217391304347826,1.0
87,2,1,0,240.637,2,2,139664,310468,-1,427831,Damage,Call,12032,833.1,Fresh,-1,Not Known,Consigner,756276,54.92524,0.98502,255264,58.33012,0.972863,1,0,7,0,2,1,1,56.04468495785089,93.3192184944359,,104.01,0.0935960591133004,0.1111111111111111,,0.0
88,2,0,0,19.581,13,43,201787,322725,-1,427864,未知,Vendor Consultation,90588416,1181.5,Furniture,0,C,Unknown,11679515,97.37071,0.999807,3323448,6.039613,0.987207,0,6,8,3,6,0,2,117.72169897217258,47.014223570793376,151.60579744998205,33.01665652678206,0.2748538011695906,0.1428571428571428,0.4444444444444444,0.6363636363636364
89,2,0,0,510.29,1,152,30190,115138,-1,-155998,Suspected Lost,Call,-58660,401.07,Hardware,-1,C,Receiver,335057,4.645851,0.9734,36426,57.45267,0.853999,5,0,9,1,0,0,2,69.06443164317325,64.80066655532329,1.256121815556841,,0.1802721088435374,0.1458333333333333,0.0,
90,2,0,1,864.896,222,132,203630,187017,-1,427864,Damage,Mini Program,428159,3152.46,Miscellaneous Goods,0,C,Unknown,41477,104.277,0.993647,523,73.16991,0.946485,1,4,14,3,5,0,2,44.00935888510234,56.88193748364041,284.7403276402928,0.0,0.173469387755102,0.1636363636363636,0.0,0.0
91,2,0,0,166.043,211,179,174137,151211,-1,427810,未知,Call,439195,943.15,Household Goods,0,C,Consigner,3124,12.99873,0.995502,97720,97.9057,0.979145,0,0,11,0,5,0,2,95.356323113403,49.485349035609424,0.0,0.0,0.1041666666666666,0.17578125,0.0,0.0
92,1,1,1,1.383,167,178,9569,5238,-1,427862,Pickup Error,Call,-62085,1118.86,Dried Groceries,-1,C,Receiver,604196,50.1122,0.989277,440057,17.60293,0.987876,3,0,5,1,0,0,2,58.72738978596847,75.72709977879157,0.3088951138868479,18.429174200259155,0.3636363636363636,0.2073170731707317,0.0,0.0
93,2,0,0,1.05,1,88,185816,110222,-1,427800,Damage,Call,-25326,127.79,Household Goods,1,C,Receiver,649405,0.0,0.974453,881822,1.16971,0.998801,1,0,11,1,0,0,2,69.06443164317325,79.74310528281981,88.98444739254626,0.0,0.1802721088435374,0.2061855670103092,0.5,0.0
94,2,1,0,2.666,137,14,211843,183830,0,-112253,未知,Call,82812,319.07,Maternity & Baby Products,-1,C,Receiver,779320,0.0,0.965975,814202,0.0,0.945666,0,0,13,1,2,0,2,58.18470170477054,62.29691250575112,1.154564243620969,14.373209559805924,0.1707317073170731,0.125,1.0,0.0
95,2,1,0,278.08,302,102,32511,112637,1,427732,未知,Call,19650,100.55,Jewelry,-1,Not Known,Consigner,1116546,0.0,0.964188,1081054,0.0,0.86075,0,0,12,0,2,0,2,36.15561962809524,127.44248338763862,21.38959349289104,7.966932371912233,0.0434782608695652,0.1789473684210526,0.0,0.0
96,2,0,0,45.152,146,268,196625,330292,-1,-116847,未知,Internal Software,15118,450.81,Hardware,-1,C,Consigner,842318,0.0,0.924227,444284,0.0,0.960811,0,2,9,0,2,0,2,75.50373567911244,130.15540902762945,2.510023302496542,21.373673036093415,0.3,0.2727272727272727,0.0,2.0
97,2,0,0,301.098,178,160,184183,307397,-1,427864,Pickup Error,Mini Program,2633271,410.25,Dried Groceries,0,B,Receiver,20246,68.65978,0.983516,15533,38.39035,0.960618,3,4,5,1,6,0,2,59.71452989301516,18.868186497944517,3.7836244930164975,0.0,0.1660079051383399,0.2666666666666666,0.0,0.0
98,2,0,0,100.47,146,301,193650,352359,-1,427864,未知,Call,847000000,1333.9,Jewelry,-1,B,Unknown,21262333,5.976486,0.923643,3325523,105.3447,0.992003,0,0,12,3,6,0,2,75.50373567911244,46.15379802495833,48.10227495989376,115.9880379226179,0.3,0.6923076923076923,0.25,0.4444444444444444
99,2,1,0,1060.195,197,132,89297,240680,-1,427573,Suspected Lost,Call,-53685,1442.32,Furniture,-1,C,Receiver,24592,23.29314,0.950119,19195,68.78476,0.99895,5,0,8,1,0,0,2,69.0135805405548,56.88193748364041,0.0,0.0,0.1162790697674418,0.1636363636363636,0.0,0.0
100,2,0,0,5.251,132,106,24367,221211,-1,427862,未知,Call,371670,357.55,Electronic Product,1,B,Consigner,43355,25.565,0.983285,721237,0.0,0.936678,0,0,6,0,5,0,2,52.70819341651338,49.82089121674756,4.501094643976202,0.0,0.2071428571428571,0.1538461538461538,0.0,0.0
101,2,0,0,102.658,1,178,153282,88351,-1,427825,Pickup Error,Internal Software,30867,848.61,Miscellaneous Goods,0,C,Consigner,1162662,93.73511,0.972405,149667,16.70055,0.996189,3,2,14,0,2,0,2,69.06443164317325,75.72709977879157,0.0,46.56705024292595,0.1802721088435374,0.2073170731707317,0.0,0.0
102,2,1,0,167.025,42,303,176599,265217,-1,427700,Damage,Internal Software,90596,786.33,Fresh,0,C,Consigner,84164,7.564168,0.9625,192232,4.234357,0.993582,1,2,7,0,3,1,1,106.19017586084024,22.23437915717134,17.67623573510669,17.868265611064555,0.145631067961165,0.0666666666666666,0.0,0.0
103,5,0,0,59.848,140,140,164863,91702,-1,20080,Pickup Error,Internal Software,-42818,1578.62,Pharmaceuticals,-1,C,Consigner,117449,2.399219,0.976794,345386,17.11727,0.995329,3,2,15,0,0,0,2,162.4044975941189,32.04443699722811,0.0,,0.2,0.1515151515151515,0.0,
104,3,0,1,0.0,207,99,39550,346390,-1,-44400,未知,Call,-73571,215.81,Hardware,0,B,Receiver,248686,0.0,0.993064,1051265,0.425186,0.977577,0,0,9,1,0,0,2,74.1529936661414,39.75074374258253,,,0.4594594594594595,0.1505376344086021,,
105,2,1,0,60.43,38,1,14580,320490,-1,-14798,未知,Call,-62542,1017.18,Hardware,0,B,Receiver,307442,12.1566,0.999763,162867,109.4115,0.962403,0,0,9,1,0,0,2,83.3897689719621,69.89628878079544,1.7009691277849932,,0.3442622950819672,0.12,0.0,
106,2,0,0,1.389,222,268,72839,2414,-1,427643,未知,Internal Software,-7353,108.0,Jewelry,0,Not Known,Consigner,402394,2.164442,0.983927,1146467,0.0,0.980247,0,2,12,0,0,0,2,44.00935888510234,130.15540902762945,111.86589730807576,0.0,0.173469387755102,0.2727272727272727,0.5,0.0
107,2,0,0,1427.062,126,274,13855,300000,-1,427864,Pickup Error,Call,127000000,3009.4,Home Improvement and Building Material,-1,Not Known,Receiver,2006035,121.5321,0.992745,93661991,157.8851,0.996941,3,0,10,1,6,0,2,90.36311397696744,126.32811879679848,252.49836284503536,163.30068855149273,0.5,0.5,0.3181818181818182,0.5474358974358975
108,2,0,0,121.955,189,105,183889,6522,-1,-102513,未知,Call,273676,342.95,Miscellaneous Goods,0,Not Known,Consigner,1723283,6.42107,0.994115,357602,0.0,0.934448,0,0,14,0,5,0,2,195.03697485801985,22.47910396159198,83.80393880479427,139.29938271604937,0.2619047619047619,0.0909090909090909,0.2442307692307692,0.0
109,2,0,1,755.558,188,266,127119,283364,-1,-87746,Pickup Error,Call,-81877,722.95,Jewelry,0,C,Unknown,25286,29.78026,0.989362,11714,30.94505,0.964919,3,0,12,3,0,0,2,47.62317230513968,7.004084275191492,4.533049624621256,5.817032136350711,0.2051282051282051,0.0,0.0,0.0
110,5,1,0,81.168,1,178,219415,244440,1,64341,Suspected Lost,Internal Software,1492906,628.46,Miscellaneous Goods,-1,Not Known,Consigner,406072,17.01736,0.990809,1192454,0.0,0.942475,5,2,14,0,6,0,2,69.06443164317325,75.72709977879157,55.14326334764458,0.0,0.1802721088435374,0.2073170731707317,0.0,0.0
111,2,0,0,12.757,172,55,21253,67236,-1,-83108,未知,Call,-79414,358.27,Furniture,0,C,Consigner,135215,0.08364,0.998371,881214,0.0,0.983733,0,0,8,0,0,0,2,7.2407826331521825,119.73828509963953,15.4915633388658,,0.1818181818181818,0.1538461538461538,0.0,
112,2,0,0,25.921,8,14,101269,135144,-1,427840,Damage,Call,785022,177.09,Miscellaneous Goods,1,C,Receiver,52384,0.667044,0.997683,228698,53.92079,0.961533,1,0,14,1,6,0,2,53.4968995680882,62.29691250575112,121.2800336477255,0.3137713173324629,0.12,0.125,0.0,0.0
113,5,0,0,256.54,110,90,42787,413577,-1,427860,未知,Call,342803,335.56,Beauty & Daily Essentials,0,C,Receiver,300210,84.46383,0.968732,96353,25.86473,0.988198,0,0,3,1,5,0,2,110.78491220508148,48.608787432873726,4.225338831243053,6.405051425969102,0.2539682539682539,0.1724137931034483,0.3333333333333333,0.0
114,2,0,0,1203.473,127,187,155959,136236,-1,427864,未知,Internal Software,415700,1618.19,Electronic Product,0,C,Receiver,348344,22.96633,0.996959,4566,15.05239,0.984544,0,2,6,1,5,0,2,59.84735359218162,71.38613126413931,0.0,6.854096240805698,0.1397849462365591,0.1777777777777777,0.0,0.0
115,2,0,0,113.818,164,343,64307,300000,-1,-188762,Pickup Error,Call,295000000,1352.19,Dried Groceries,0,Not Known,Receiver,190174,62.32223,0.994908,9241009,66.17195,0.987615,3,0,5,1,6,0,2,59.72498410518864,140.5540846324199,19.086678377087647,163.30068855149273,0.1617647058823529,0.4761904761904761,0.1538461538461538,0.5474358974358975
116,2,0,0,53.335,13,134,58491,258681,-1,427791,Pickup Error,Call,385748,173.6,Dried Groceries,0,C,Consigner,102820,0.075421,0.972932,423380,0.0,0.901819,3,0,5,0,5,0,2,117.72169897217258,46.10167247042128,1177.2,2.7313365695141028,0.2748538011695906,0.0869565217391304,0.0,0.0
117,2,0,0,0.93,89,190,183889,237564,-1,8233,未知,Call,1315159,711.23,Maternity & Baby Products,-1,B,Receiver,314647,85.08439,0.996357,371941,1.759519,0.993088,0,0,13,1,6,0,2,56.62852339692903,47.29286625931772,83.80393880479427,,0.1,0.1052631578947368,0.2442307692307692,
118,2,0,0,27.499,152,203,227346,300000,-1,427864,Damage,Call,210000000,2639.47,Documents & Bills,0,B,Consigner,585697,16.89446,0.974614,769000000,1.353605,0.990911,1,0,4,0,6,0,2,97.86133232302556,73.82922603912272,93.95808297694902,163.30068855149273,0.2702702702702703,0.25,0.2585987261146497,0.5474358974358975
119,2,0,0,221.532,151,185,215795,280537,-1,182131,未知,Internal Software,-53364,538.0,Electronic Product,-1,B,Consigner,108662,0.484237,0.980516,614147,2.925085,0.983188,0,2,6,0,0,0,2,55.000321274151965,82.10025254899978,12.710742086325316,137.07996240407465,0.0828402366863905,0.2025316455696202,0.6666666666666666,0.6666666666666666
120,2,0,0,0.882,169,268,215974,300000,-1,427864,未知,Internal Software,30698118,2878.06,Home Improvement and Building Material,-1,Not Known,Unknown,8896,28.62946,0.995611,494000000,15.25973,0.956696,0,2,10,3,6,0,2,79.91551653024653,130.15540902762945,81.4699013359998,163.30068855149273,0.4285714285714285,0.2727272727272727,0.4375,0.5474358974358975
121,2,1,1,66.658,134,41,227346,118005,-1,427685,未知,Call,404683,645.7,Appliances,-1,Not Known,Consigner,132951,40.09314,0.988994,151980,8.029205,0.944977,0,0,2,0,5,0,2,42.53778943894619,13.251155129314414,93.95808297694902,9.503633789225985,0.1538461538461538,0.0,0.2585987261146497,0.0
122,2,0,0,65.088,88,7,104858,74427,-1,427860,Suspected Lost,Call,1857216,106.77,Maternity & Baby Products,-1,B,Consigner,786,29.90191,0.995575,18242,95.85144,0.995044,5,0,13,0,6,0,2,116.52863038936586,92.30255429171878,53.11114118020303,70.06891728743027,0.0925925925925925,0.1935483870967742,0.0,0.0
123,2,0,0,0.0,146,0,227346,105645,1,427799,Pickup Error,Call,398587,120.06,Miscellaneous Goods,-1,B,Consigner,973069,0.0,0.992921,573510,2.596547,0.950799,3,0,14,0,5,0,2,75.50373567911244,75.01688402479252,93.95808297694902,0.0,0.3,0.1507692307692307,0.2585987261146497,0.0
124,2,1,0,2.981,9,132,227346,426409,-1,39340,Pickup Error,Complaint,368191,1021.71,Furniture,0,B,Unknown,74789,7.21461,0.940421,1315446,10.78645,0.967505,3,1,8,3,5,0,2,183.019796897258,56.88193748364041,93.95808297694902,7.200396051081927,0.2580645161290322,0.1636363636363636,0.2585987261146497,0.0
125,2,0,0,31.888,187,101,107660,378312,-1,427864,未知,Call,-31243,106.02,Miscellaneous Goods,-1,B,Consigner,48345,11.29818,0.990494,1637050,13.41575,0.993238,0,0,14,0,0,0,2,50.57901513935886,58.58878798840541,31.95317485641353,363.3269379912512,0.1261261261261261,0.1323529411764706,0.0,0.0
126,2,0,0,0.014,227,239,201489,90173,1,427766,未知,Internal Software,473933,247.26,Miscellaneous Goods,-1,C,Unknown,27027,0.522354,0.985055,676632,1.055774,0.935918,0,2,14,3,5,0,2,17.16632556726263,0.983485538780041,157.55368793219986,10.035382885763866,0.15625,0.0,0.0,0.5
127,2,0,0,60.022,140,222,62074,426595,-1,137295,未知,Call,58517,344.39,Furniture,-1,B,Consigner,108492,13.30313,0.948742,441742,26.16323,0.980007,0,0,8,0,2,0,2,162.4044975941189,77.81584876066215,0.0,0.0,0.2,0.1598173515981735,0.0,0.0
128,2,0,0,777.041,14,15,143494,225190,0,427800,未知,Vendor Consultation,-31228,135.79,Miscellaneous Goods,0,C,Consigner,336960,21.28943,0.966228,104278,33.4689,0.989889,0,6,14,0,0,0,2,46.7451960537384,76.467556088998,3.890173512435352,0.0,0.0555555555555555,0.1296296296296296,0.0,0.0
129,3,1,0,8.257,32,188,190978,115196,-1,76298,Pickup Error,Internal Software,229405,676.26,Fresh,-1,C,Receiver,553610,5.987298,0.963864,616275,31.25801,0.990571,3,2,7,1,4,1,1,57.76408111082597,81.19796947313277,,,0.1666666666666666,0.1052631578947368,,
130,2,0,0,283.255,278,139,178471,384484,1,427819,Suspected Lost,,108758,469.81,Miscellaneous Goods,-1,B,Receiver,146568,0.0,0.997714,368534,6.920229,0.984844,5,5,14,1,3,0,2,86.14768587401899,84.00389479080802,,234.0,0.2307692307692307,0.0714285714285714,,1.0
131,2,1,0,68.213,2,198,153842,266369,-1,-18795,未知,Internal Software,286600,313.36,Home Improvement and Building Material,0,C,Consigner,1182239,0.0,0.974458,863297,0.0,0.987426,0,2,10,0,5,0,2,56.04468495785089,27.951849133840675,4.723041667194206,0.9579810189163964,0.0935960591133004,0.09375,0.0,0.0
132,2,0,0,22.676,117,164,65103,296331,-1,19156,Damage,Call,-82054,100.05,Jewelry,0,B,Receiver,54137,0.49701,0.837316,122143,15.26095,0.937427,1,0,12,1,0,0,2,57.51283596595224,49.08316346381199,8.592378981639552,0.0,0.1052631578947368,0.1458333333333333,0.0,0.0
133,2,0,0,783.828,2,89,205742,444804,-1,427863,Pickup Error,Complaint,653276,1159.56,Jewelry,0,B,Consigner,7270,181.5085,0.990966,24802,81.42806,0.994346,3,1,12,0,6,0,2,56.04468495785089,66.91243902018225,213.34987259339945,19.002958232561763,0.0935960591133004,0.1875,0.2727272727272727,0.0
134,2,0,0,10.392,1,221,27752,301643,-1,-88578,未知,Call,457956,369.95,Miscellaneous Goods,0,C,Receiver,253388,5.067113,0.58188,409931,1.664979,0.920794,0,0,14,1,5,0,2,69.06443164317325,124.92080405843552,0.0,,0.1802721088435374,0.3333333333333333,0.0,
135,2,0,0,958.174,131,13,109464,417131,1,427864,Pickup Error,Internal Software,-82005,754.76,Jewelry,-1,B,Consigner,66377,70.90258,0.993041,225979,75.36194,0.970011,3,2,12,0,0,0,2,25.28414948621409,58.69138621086622,0.0,0.0,0.3529411764705882,0.0909090909090909,0.0,0.0
136,2,0,0,771.705,302,350,14084,51945,-1,427766,未知,Call,538712,136.14,Fresh,0,B,Consigner,31987,21.23261,0.986418,158234,13.65363,0.991563,0,0,7,0,5,1,1,36.15561962809524,9.079521678213355,69.64123028029817,466.2081887605109,0.0434782608695652,0.0,0.1481481481481481,0.0
137,2,0,1,203.459,253,228,213343,126095,-1,-33414,未知,Internal Software,-37412,838.51,Electronic Product,1,C,Consigner,67860,1.496718,0.998914,66641,51.26545,0.972471,0,2,6,0,0,0,2,63.03159537877947,177.3461916734879,199.83067472306143,0.0,0.1228070175438596,0.3846153846153846,0.0,0.0
138,2,0,1,53.584,44,0,227346,207929,-1,427669,未知,Call,-72489,528.72,Miscellaneous Goods,-1,C,Consigner,1091830,15.56436,0.991423,152209,5.697367,0.972897,0,0,14,0,0,0,2,54.68123268224992,75.01688402479252,93.95808297694902,29.671143543073462,0.1818181818181818,0.1507692307692307,0.2585987261146497,0.5
139,2,0,0,44.921,203,190,180154,139550,-1,6669,未知,Call,501403,506.41,Hardware,0,B,Unknown,187605,0.0,0.978831,278122,4.980625,0.910538,0,0,9,3,5,0,2,77.98200428949028,47.29286625931772,,,0.0,0.1052631578947368,,
140,3,0,0,320.953,281,94,227346,152121,-1,5985,未知,Mini Program,-49049,100.19,Beauty & Daily Essentials,-1,C,Receiver,45028,86.74366,0.998469,530508,0.0,0.992106,0,4,3,1,0,0,2,24.254512758557915,36.228085028893005,93.95808297694902,2.799810328476593,0.0625,0.25,0.2585987261146497,0.0
141,2,0,0,9.553,132,322,227346,366733,-1,427863,未知,Internal Software,2051985,1382.59,Miscellaneous Goods,0,Not Known,Receiver,1251764,76.81355,0.982627,289671,13.53507,0.981763,0,2,14,1,6,0,2,52.70819341651338,58.30792878609847,93.95808297694902,98.4407121096725,0.2071428571428571,0.2777777777777778,0.2585987261146497,0.5
142,2,1,0,7.651,27,135,17261,153787,-1,427840,未知,Call,278061,501.82,Miscellaneous Goods,-1,C,Consigner,322624,1.061998,0.99878,452684,3.078076,0.925842,0,0,14,0,5,0,2,94.032370683866,125.17131951667804,107.04791461660736,0.0,0.0983606557377049,0.3414634146341463,0.0,0.0
143,2,0,0,0.956,2,303,150024,15885,-1,427787,未知,Call,-1499,300.8,Dried Groceries,-1,C,Receiver,263703,40.40313,0.981437,756298,10.75097,0.998167,0,0,5,1,0,0,2,56.04468495785089,22.23437915717134,3.885838958359342,18.746977678032845,0.0935960591133004,0.0666666666666666,0.0,0.0
144,2,0,0,461.019,218,340,139664,453554,-1,-116227,Damage,Vendor Consultation,338214,1815.2,Hardware,-1,Not Known,Consigner,111970,104.5857,0.999991,130747,77.15787,0.931912,1,6,9,0,5,0,2,45.42517437856351,113.6015926645088,,0.0,0.3333333333333333,0.0769230769230769,,0.0
145,2,0,0,213.529,27,5,165135,442415,-1,-33336,未知,Call,-59835,914.34,Miscellaneous Goods,0,Not Known,Unknown,14621,10.16403,0.999998,351892,10.5642,0.985311,0,0,14,3,0,0,2,94.032370683866,79.69800837324867,0.0,530.4827586206897,0.0983606557377049,0.0526315789473684,0.0,0.0
146,2,0,0,54.444,248,178,42471,300000,-1,-188762,未知,Call,813000000,3155.17,Fresh,-1,B,Consigner,1831495,40.56982,0.982786,50265450,5.465381,0.874507,0,0,7,0,6,1,1,52.4860542706416,75.72709977879157,98.59350431373682,163.30068855149273,0.3333333333333333,0.2073170731707317,0.55,0.5474358974358975
147,2,1,0,393.188,102,179,184209,158735,-1,427822,未知,Call,332301,1118.01,Home Improvement and Building Material,0,B,Consigner,53425,37.25013,0.96137,543018,0.0,0.91461,0,0,10,0,5,0,2,84.99396693620673,49.485349035609424,207.5233372303657,0.0,0.1518987341772152,0.17578125,0.4375,0.0
148,2,0,0,353.999,134,214,96978,97067,-1,70346,Damage,Call,1246287,587.68,Jewelry,0,Not Known,Consigner,2,257.1993,0.999996,2580,36.28585,0.999299,1,0,12,0,6,0,2,42.53778943894619,3.584323334857046,40.73712074085794,,0.1538461538461538,0.2857142857142857,0.0,
149,2,0,0,223.206,164,55,185652,362390,1,-30406,Suspected Lost,Call,1044803,1221.89,Jewelry,-1,Not Known,Consigner,220507,24.45308,0.999565,136392,38.09891,0.999765,5,0,12,0,6,0,2,59.72498410518864,119.73828509963953,37.03531100362392,7.326416681233415,0.1617647058823529,0.1538461538461538,0.0,0.0
150,2,0,0,56.915,133,3,183889,220882,-1,427862,未知,Vendor Consultation,-73618,554.32,Pharmaceuticals,-1,B,Consigner,253970,40.52685,0.979719,282880,20.16397,0.969554,0,6,15,0,0,0,2,66.60560181682781,63.81099393925928,83.80393880479427,9.919709906897133,0.1515151515151515,0.1170212765957446,0.2442307692307692,0.0
151,2,1,0,217.589,217,97,187884,196575,-1,427830,Pickup Error,Internal Software,195136,1495.16,Miscellaneous Goods,0,C,Consigner,57768,0.0,0.973877,341280,16.57127,0.964347,3,2,14,0,4,0,2,126.03523867460144,13.791098319222607,0.0,17.091084485435374,0.2,0.0,0.0,0.0
152,2,0,0,287.146,246,2,227346,74408,-1,36344,未知,Vendor Consultation,122076,1003.57,Electronic Product,-1,Not Known,Consigner,181033,11.38117,0.908073,84603,32.67986,0.984264,0,6,6,0,3,0,2,87.28839398654806,93.3192184944359,93.95808297694902,0.0,0.1666666666666666,0.1111111111111111,0.2585987261146497,0.0
153,3,1,0,45.714,113,102,187888,41045,-1,427830,未知,Internal Software,-1763,107.22,Documents & Bills,0,C,Consigner,1663836,24.65662,0.932457,115602,6.392432,0.986505,0,2,4,0,0,0,2,36.24779227893041,127.44248338763862,56.57647470954619,580.2122186495176,0.0909090909090909,0.1789473684210526,0.1428571428571428,0.0
154,2,1,0,346.291,169,157,79911,212438,-1,427817,Pickup Error,Internal Software,316652,2021.85,Miscellaneous Goods,0,B,Consigner,179495,62.00052,0.999761,13884,42.94233,0.975521,3,2,14,0,5,0,2,79.91551653024653,166.21433105480688,0.0,7.084778970570228,0.4285714285714285,0.6428571428571429,0.0,1.0
155,3,0,0,62.978,137,114,201643,371886,-1,427660,Suspected Lost,Internal Software,506250,377.88,Beauty & Daily Essentials,-1,B,Consigner,1083525,2.538915,0.799143,921751,0.0,0.991697,5,2,3,0,5,0,2,58.18470170477054,32.542608500339675,,0.0,0.1707317073170731,0.0909090909090909,,0.0
156,2,0,0,78.558,162,63,209602,300000,-1,-47762,Pickup Error,Internal Software,618000000,2244.97,Miscellaneous Goods,0,B,Receiver,18262694,53.53628,0.967343,60323071,197.2204,0.99978,3,2,14,1,6,0,2,85.80271992814488,52.20261068322199,92.7919306651536,163.30068855149273,0.2352941176470588,0.2941176470588235,0.5909090909090909,0.5474358974358975
